userPrincipalName,displayName,department,jobTitle,jobFamily,city,country,costCenter,manager,businessUnit,companyName
arabellanorthcote@example.com,"Northcote, Arabella N",Government Programs,Policy Analyst,Claims & Operations,"Nashville, TN",US,CC-GOVT-6906,government.mgr03@example.com,Insurance Operations,Contoso Ltd
corneliusthornbury@example.com,"Thornbury, Cornelius M",Clinical Operations,Clinical Analyst,Clinical & Care,"Nashville, TN",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
henriettauxbridge@example.com,"Uxbridge, Henrietta N",Actuarial & Underwriting,Actuary,Finance & Actuarial,"Hartford, CT",US,CC-ACTR-9631,actuarial.mgr01@example.com,Insurance Operations,Contoso Ltd
lachlanvandersloot@example.com,"Vandersloot, Lachlan G",Clinical Operations,Clinical Analyst,Clinical & Care,"Nashville, TN",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
zinniaainsworth@example.com,"Ainsworth, Zinnia C",Network Management,Network Analyst,Data & Analytics,"Hartford, CT",US,CC-NTWK-9430,network.mgr01@example.com,Health Services,Contoso Ltd
marisoleduckworth@example.com,"Duckworth, Marisole R",Claims Processing,Claims Auditor,Claims & Operations,"Nashville, TN",US,CC-CLMS-8440,claims.mgr02@example.com,Insurance Operations,Contoso Ltd
wendelinenightingale@example.com,"Nightingale, Wendeline K",Clinical Operations,Clinical Analyst,Clinical & Care,Dublin,IE,CC-CLIN-6316,clinical.mgr03@example.com,Health Services,Contoso Ltd
balthazarduckworth@example.com,"Duckworth, Balthazar T",Sales (Employer Group),Renewal Manager,Sales & Accounts,"Phoenix, AZ",US,CC-SLES-1836,sales.mgr01@example.com,Corporate Functions,Contoso Ltd
torstenrutherford@example.com,"Rutherford, Torsten G",Claims Processing,Claims Examiner,Claims & Operations,Manila,PH,CC-CLMS-9685,claims.mgr02@example.com,Insurance Operations,Contoso Ltd
clementineharrington@example.com,"Harrington, Clementine W",Human Resources,Recruiter,Corporate (HR/Legal/Mktg),"Phoenix, AZ",US,CC-HRXX-9770,human.mgr02@example.com,Corporate Functions,Contoso Ltd
reginaldillingworth@example.com,"Illingworth, Reginald K",Product Management,PM,Product & Program,"Atlanta, GA",US,CC-PROD-5415,product.mgr03@example.com,Technology,Contoso Ltd
antheapennington@example.com,"Pennington, Anthea W",Clinical Operations,Care Coordinator,Clinical & Care,"Hartford, CT",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
cassiandunmore@example.com,"Dunmore, Cassian L",Clinical Operations,Clinical Analyst,Clinical & Care,Dublin,IE,CC-CLIN-6316,clinical.mgr03@example.com,Health Services,Contoso Ltd
nikolaiattenborough@example.com,"Attenborough, Nikolai D",Network Management,Provider Relations,Member & Customer Support,"Hartford, CT",US,CC-NTWK-9430,network.mgr03@example.com,Health Services,Contoso Ltd
elowenstroganov@example.com,"Stroganov, Elowen C",Claims Processing,Claims Auditor,Claims & Operations,"Atlanta, GA",US,CC-CLMS-8440,claims.mgr02@example.com,Insurance Operations,Contoso Ltd
millicentgrimsby@example.com,"Grimsby, Millicent L",Sales (Employer Group),Renewal Manager,Sales & Accounts,"Phoenix, AZ",US,CC-SLES-1836,sales.mgr01@example.com,Corporate Functions,Contoso Ltd
antigonewollstonecraft@example.com,"Wollstonecraft, Antigone R",Government Programs,Policy Analyst,Claims & Operations,"Nashville, TN",US,CC-GOVT-6906,government.mgr03@example.com,Insurance Operations,Contoso Ltd
marloweyelverton@example.com,"Yelverton, Marlowe T",Sales (Employer Group),Renewal Manager,Sales & Accounts,"Hartford, CT",US,CC-SLES-1836,sales.mgr03@example.com,Corporate Functions,Contoso Ltd
solveigquennell@example.com,"Quennell, Solveig K",Claims Processing,Claims Examiner,Claims & Operations,"Minnetonka, MN",US,CC-CLMS-8440,claims.mgr02@example.com,Insurance Operations,Contoso Ltd
octavianstroganov@example.com,"Stroganov, Octavian W",Government Programs,Policy Analyst,Claims & Operations,"Phoenix, AZ",US,CC-GOVT-6906,government.mgr03@example.com,Insurance Operations,Contoso Ltd
arabellagalbraith@example.com,"Galbraith, Arabella K",Marketing,Brand Lead,Corporate (HR/Legal/Mktg),"Nashville, TN",US,CC-MKTG-7836,marketing.mgr03@example.com,Corporate Functions,Contoso Ltd
emmerichockendon@example.com,"Ockendon, Emmerich C",Member Services,CSR,Member & Customer Support,"Minnetonka, MN",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
bramwellkirkpatrick@example.com,"Kirkpatrick, Bramwell B",Clinical Operations,Clinical Analyst,Clinical & Care,"Atlanta, GA",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
dashiellmowbray@example.com,"Mowbray, Dashiell K",Member Services,Escalations Lead,Member & Customer Support,"Nashville, TN",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
delphinekirkpatrick2@example.com,"Kirkpatrick, Delphine P",Government Programs,Medicare Analyst,Claims & Operations,"Hartford, CT",US,CC-GOVT-6906,government.mgr02@example.com,Insurance Operations,Contoso Ltd
percyjessamine@example.com,"Jessamine, Percy H",Member Services,CSR,Member & Customer Support,"Atlanta, GA",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
elowensatterthwaite@example.com,"Satterthwaite, Elowen S",Engineering,Software Engineer,Engineering & IT,"Nashville, TN",US,CC-ENGR-9639,engineering.mgr02@example.com,Technology,Contoso Ltd
quillanfotheringham@example.com,"Fotheringham, Quillan F",Member Services,CSR,Member & Customer Support,"Nashville, TN",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
thaddeusattenborough@example.com,"Attenborough, Thaddeus K",Human Resources,Comp Analyst,Corporate (HR/Legal/Mktg),"Nashville, TN",US,CC-HRXX-9770,human.mgr03@example.com,Corporate Functions,Contoso Ltd
hespersatterthwaite@example.com,"Satterthwaite, Hesper C",IT Service Desk,Tier 1 Tech,Engineering & IT,"Hartford, CT",US,CC-ITSD-5368,it.mgr01@example.com,Technology,Contoso Ltd
clementinegalbraith@example.com,"Galbraith, Clementine F",Network Management,Contract Negotiator,Sales & Accounts,"Atlanta, GA",US,CC-NTWK-9430,network.mgr02@example.com,Health Services,Contoso Ltd
percybraithwaite@example.com,"Braithwaite, Percy E",Claims Processing,Recovery Specialist,Claims & Operations,"Hartford, CT",US,CC-CLMS-8440,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
octaviancadwallader@example.com,"Cadwallader, Octavian T",Clinical Operations,RN Care Manager,Clinical & Care,"Minnetonka, MN",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
beatrixulverston@example.com,"Ulverston, Beatrix B",Product Management,PM,Product & Program,"Nashville, TN",US,CC-PROD-5415,product.mgr01@example.com,Technology,Contoso Ltd
raffertyvoskuijlen2@example.com,"Voskuijlen, Rafferty A",Claims Processing,Recovery Specialist,Claims & Operations,"Phoenix, AZ",US,CC-CLMS-8440,claims.mgr02@example.com,Insurance Operations,Contoso Ltd
evangelinedunmore@example.com,"Dunmore, Evangeline C",Human Resources,Recruiter,Corporate (HR/Legal/Mktg),"Minnetonka, MN",US,CC-HRXX-9770,human.mgr03@example.com,Corporate Functions,Contoso Ltd
genevieveziegler@example.com,"Ziegler, Genevieve P",Member Services,Quality Analyst,Member & Customer Support,"Nashville, TN",US,CC-MBRS-1678,member.mgr02@example.com,Health Services,Contoso Ltd
margueritebletchley@example.com,"Bletchley, Marguerite N",Sales (Employer Group),Renewal Manager,Sales & Accounts,"Minnetonka, MN",US,CC-SLES-1836,sales.mgr02@example.com,Corporate Functions,Contoso Ltd
casimirabernathy@example.com,"Abernathy, Casimir C",Clinical Operations,Clinical Analyst,Clinical & Care,"Hartford, CT",US,CC-CLIN-6351,clinical.mgr02@example.com,Health Services,Contoso Ltd
henriettaoxenford@example.com,"Oxenford, Henrietta F",Clinical Operations,RN Care Manager,Clinical & Care,"Phoenix, AZ",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
dashiellquennell@example.com,"Quennell, Dashiell G",Legal & Compliance,Privacy Officer,Corporate (HR/Legal/Mktg),"Nashville, TN",US,CC-LEGL-2668,legal.mgr02@example.com,Corporate Functions,Contoso Ltd
balthazarrosewarne@example.com,"Rosewarne, Balthazar M",Sales (Employer Group),Sales Engineer,Sales & Accounts,"Phoenix, AZ",US,CC-SLES-1836,sales.mgr01@example.com,Corporate Functions,Contoso Ltd
beatrixcadwallader@example.com,"Cadwallader, Beatrix S",Claims Processing,Claims Auditor,Claims & Operations,Manila,PH,CC-CLMS-9685,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
ottolinecrenshaw2@example.com,"Crenshaw, Ottoline S",Network Management,Network Analyst,Data & Analytics,"Atlanta, GA",US,CC-NTWK-9430,network.mgr02@example.com,Health Services,Contoso Ltd
casimirhawthorne@example.com,"Hawthorne, Casimir M",Human Resources,Comp Analyst,Corporate (HR/Legal/Mktg),"Hartford, CT",US,CC-HRXX-9770,human.mgr03@example.com,Corporate Functions,Contoso Ltd
verityprendergast@example.com,"Prendergast, Verity A",IT Service Desk,Desktop Admin,Engineering & IT,"Atlanta, GA",US,CC-ITSD-5368,it.mgr03@example.com,Technology,Contoso Ltd
ottolinebraithwaite@example.com,"Braithwaite, Ottoline E",Clinical Operations,RN Care Manager,Clinical & Care,"Minnetonka, MN",US,CC-CLIN-6351,clinical.mgr02@example.com,Health Services,Contoso Ltd
fitzgeraldjessamine@example.com,"Jessamine, Fitzgerald H",Pharmacy Benefits,PBM Analyst,Clinical & Care,"Nashville, TN",US,CC-RXBM-7797,pharmacy.mgr03@example.com,Health Services,Contoso Ltd
fitzgeraldockendon2@example.com,"Ockendon, Fitzgerald H",Marketing,Marketing Manager,Corporate (HR/Legal/Mktg),"Hartford, CT",US,CC-MKTG-7836,marketing.mgr01@example.com,Corporate Functions,Contoso Ltd
wilhelmkirkpatrick@example.com,"Kirkpatrick, Wilhelm T",Clinical Operations,Care Coordinator,Clinical & Care,"Nashville, TN",US,CC-CLIN-6351,clinical.mgr01@example.com,Health Services,Contoso Ltd
fitzgeraldrutherford@example.com,"Rutherford, Fitzgerald H",Sales (Employer Group),Account Executive,Sales & Accounts,"Nashville, TN",US,CC-SLES-1836,sales.mgr02@example.com,Corporate Functions,Contoso Ltd
percivaltremaine@example.com,"Tremaine, Percival E",Clinical Operations,Clinical Analyst,Clinical & Care,"Phoenix, AZ",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
beatrixedgecombe@example.com,"Edgecombe, Beatrix P",Finance,Financial Analyst,Finance & Actuarial,"Nashville, TN",US,CC-FINX-3369,finance.mgr03@example.com,Corporate Functions,Contoso Ltd
zephyrineuxbridge@example.com,"Uxbridge, Zephyrine E",Legal & Compliance,Privacy Officer,Corporate (HR/Legal/Mktg),"Minnetonka, MN",US,CC-LEGL-2668,legal.mgr01@example.com,Corporate Functions,Contoso Ltd
xanthefairbanks@example.com,"Fairbanks, Xanthe N",IT Service Desk,Desktop Admin,Engineering & IT,"Hartford, CT",US,CC-ITSD-5368,it.mgr01@example.com,Technology,Contoso Ltd
margueritejessamine@example.com,"Jessamine, Marguerite W",Product Management,Sr PM,Product & Program,"Phoenix, AZ",US,CC-PROD-5415,product.mgr03@example.com,Technology,Contoso Ltd
leopoldziegler@example.com,"Ziegler, Leopold E",Engineering,Software Engineer,Engineering & IT,"Atlanta, GA",US,CC-ENGR-9639,engineering.mgr03@example.com,Technology,Contoso Ltd
solveiggalbraith2@example.com,"Galbraith, Solveig R",Data & Analytics,BI Engineer,Data & Analytics,"Atlanta, GA",US,CC-DATA-9141,data.mgr03@example.com,Technology,Contoso Ltd
thaddeuslattimore@example.com,"Lattimore, Thaddeus S",Actuarial & Underwriting,Actuary,Finance & Actuarial,"Minnetonka, MN",US,CC-ACTR-9631,actuarial.mgr01@example.com,Insurance Operations,Contoso Ltd
verityjankowski@example.com,"Jankowski, Verity B",Member Services,Escalations Lead,Member & Customer Support,Manila,PH,CC-MBRS-8205,member.mgr01@example.com,Health Services,Contoso Ltd
odalysjankowski@example.com,"Jankowski, Odalys H",Data & Analytics,Data Analyst,Data & Analytics,Hyderabad,IN,CC-DATA-2363,data.mgr03@example.com,Technology,Contoso Ltd
margueritemerriweather@example.com,"Merriweather, Marguerite T",Clinical Operations,Clinical Analyst,Clinical & Care,"Nashville, TN",US,CC-CLIN-6351,clinical.mgr02@example.com,Health Services,Contoso Ltd
dashiellbraithwaite2@example.com,"Braithwaite, Dashiell M",Government Programs,Medicare Analyst,Claims & Operations,"Minnetonka, MN",US,CC-GOVT-6906,government.mgr03@example.com,Insurance Operations,Contoso Ltd
solveigoxenford@example.com,"Oxenford, Solveig A",Product Management,PM,Product & Program,"Atlanta, GA",US,CC-PROD-5415,product.mgr01@example.com,Technology,Contoso Ltd
odalysvoskuijlen@example.com,"Voskuijlen, Odalys L",Network Management,Contract Negotiator,Sales & Accounts,"Hartford, CT",US,CC-NTWK-9430,network.mgr03@example.com,Health Services,Contoso Ltd
nikolaiquennell@example.com,"Quennell, Nikolai T",Claims Processing,Recovery Specialist,Claims & Operations,Manila,PH,CC-CLMS-9685,claims.mgr03@example.com,Insurance Operations,Contoso Ltd
arabellaulverston@example.com,"Ulverston, Arabella A",Data & Analytics,BI Engineer,Data & Analytics,"Atlanta, GA",US,CC-DATA-9141,data.mgr03@example.com,Technology,Contoso Ltd
ignatiusfairbanks@example.com,"Fairbanks, Ignatius K",Claims Processing,Recovery Specialist,Claims & Operations,"Minnetonka, MN",US,CC-CLMS-8440,claims.mgr03@example.com,Insurance Operations,Contoso Ltd
antheasinclair@example.com,"Sinclair, Anthea C",Sales (Employer Group),Account Executive,Sales & Accounts,"Phoenix, AZ",US,CC-SLES-1836,sales.mgr02@example.com,Corporate Functions,Contoso Ltd
wilhelmulverston@example.com,"Ulverston, Wilhelm C",Sales (Employer Group),Account Executive,Sales & Accounts,"Atlanta, GA",US,CC-SLES-1836,sales.mgr02@example.com,Corporate Functions,Contoso Ltd
thibaulthollingsworth@example.com,"Hollingsworth, Thibault J",Network Management,Network Analyst,Data & Analytics,"Atlanta, GA",US,CC-NTWK-9430,network.mgr03@example.com,Health Services,Contoso Ltd
horatiohollingsworth@example.com,"Hollingsworth, Horatio K",Pharmacy Benefits,Formulary Specialist,Clinical & Care,"Minnetonka, MN",US,CC-RXBM-7797,pharmacy.mgr03@example.com,Health Services,Contoso Ltd
zinniajankowski@example.com,"Jankowski, Zinnia N",Government Programs,Medicare Analyst,Claims & Operations,"Nashville, TN",US,CC-GOVT-6906,government.mgr03@example.com,Insurance Operations,Contoso Ltd
montgomerystroganov@example.com,"Stroganov, Montgomery B",Product Management,PM,Product & Program,Dublin,IE,CC-PROD-2341,product.mgr02@example.com,Technology,Contoso Ltd
wilhelmmerriweather@example.com,"Merriweather, Wilhelm E",Clinical Operations,Clinical Analyst,Clinical & Care,"Atlanta, GA",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
clementinehollingsworth@example.com,"Hollingsworth, Clementine P",Claims Processing,Recovery Specialist,Claims & Operations,"Nashville, TN",US,CC-CLMS-8440,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
alariculverston@example.com,"Ulverston, Alaric K",Network Management,Provider Relations,Member & Customer Support,"Phoenix, AZ",US,CC-NTWK-9430,network.mgr02@example.com,Health Services,Contoso Ltd
henriettalocksley@example.com,"Locksley, Henrietta R",Legal & Compliance,Counsel,Corporate (HR/Legal/Mktg),"Atlanta, GA",US,CC-LEGL-2668,legal.mgr02@example.com,Corporate Functions,Contoso Ltd
clementinekensington@example.com,"Kensington, Clementine A",Government Programs,Policy Analyst,Claims & Operations,"Nashville, TN",US,CC-GOVT-6906,government.mgr02@example.com,Insurance Operations,Contoso Ltd
beatrixtrelawney@example.com,"Trelawney, Beatrix S",Engineering,SRE,Engineering & IT,"Atlanta, GA",US,CC-ENGR-9639,engineering.mgr01@example.com,Technology,Contoso Ltd
cordeliablackwood@example.com,"Blackwood, Cordelia R",Human Resources,Recruiter,Corporate (HR/Legal/Mktg),"Hartford, CT",US,CC-HRXX-9770,human.mgr03@example.com,Corporate Functions,Contoso Ltd
seraphinajankowski@example.com,"Jankowski, Seraphina A",Engineering,Eng Manager,Management & Leadership,"Nashville, TN",US,CC-ENGR-9639,engineering.mgr02@example.com,Technology,Contoso Ltd
margueritelindqvist@example.com,"Lindqvist, Marguerite J",Clinical Operations,Care Coordinator,Clinical & Care,"Nashville, TN",US,CC-CLIN-6351,clinical.mgr02@example.com,Health Services,Contoso Ltd
silvanuspembrooke@example.com,"Pembrooke, Silvanus H",Member Services,Escalations Lead,Member & Customer Support,"Nashville, TN",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
henriettasinclair@example.com,"Sinclair, Henrietta W",Engineering,Software Engineer,Engineering & IT,Dublin,IE,CC-ENGR-9674,engineering.mgr03@example.com,Technology,Contoso Ltd
xantheainsworth@example.com,"Ainsworth, Xanthe C",Data & Analytics,BI Engineer,Data & Analytics,Dublin,IE,CC-DATA-8847,data.mgr01@example.com,Technology,Contoso Ltd
fitzgeraldpembrooke@example.com,"Pembrooke, Fitzgerald W",Finance,Financial Analyst,Finance & Actuarial,"Minnetonka, MN",US,CC-FINX-3369,finance.mgr02@example.com,Corporate Functions,Contoso Ltd
emmerichquartermaine@example.com,"Quartermaine, Emmerich S",Clinical Operations,RN Care Manager,Clinical & Care,"Minnetonka, MN",US,CC-CLIN-6351,clinical.mgr03@example.com,Health Services,Contoso Ltd
montgomerycrenshaw@example.com,"Crenshaw, Montgomery B",Claims Processing,Claims Examiner,Claims & Operations,"Nashville, TN",US,CC-CLMS-8440,claims.mgr01@example.com,Insurance Operations,Contoso Ltd
corwinfairbanks@example.com,"Fairbanks, Corwin A",Sales (Employer Group),Account Executive,Sales & Accounts,"Hartford, CT",US,CC-SLES-1836,sales.mgr02@example.com,Corporate Functions,Contoso Ltd
thaddeussatterthwaite@example.com,"Satterthwaite, Thaddeus B",Network Management,Provider Relations,Member & Customer Support,"Minnetonka, MN",US,CC-NTWK-9430,network.mgr01@example.com,Health Services,Contoso Ltd
wilhelminalocksley@example.com,"Locksley, Wilhelmina T",Sales (Employer Group),Renewal Manager,Sales & Accounts,"Minnetonka, MN",US,CC-SLES-1836,sales.mgr03@example.com,Corporate Functions,Contoso Ltd
horatioillingworth@example.com,"Illingworth, Horatio D",Member Services,Escalations Lead,Member & Customer Support,"Nashville, TN",US,CC-MBRS-1678,member.mgr01@example.com,Health Services,Contoso Ltd
barnabyduckworth@example.com,"Duckworth, Barnaby T",Network Management,Contract Negotiator,Sales & Accounts,"Atlanta, GA",US,CC-NTWK-9430,network.mgr01@example.com,Health Services,Contoso Ltd
rosalindziegler@example.com,"Ziegler, Rosalind L",Member Services,Quality Analyst,Member & Customer Support,Bengaluru,IN,CC-MBRS-3434,member.mgr03@example.com,Health Services,Contoso Ltd
genevieverutherford@example.com,"Rutherford, Genevieve R",Pharmacy Benefits,Formulary Specialist,Clinical & Care,"Minnetonka, MN",US,CC-RXBM-7797,pharmacy.mgr03@example.com,Health Services,Contoso Ltd
isoldegodfrey@example.com,"Godfrey, Isolde L",Product Management,Group PM,Product & Program,"Hartford, CT",US,CC-PROD-5415,product.mgr02@example.com,Technology,Contoso Ltd
